name,recclass,mass (g),fall,year,reclat,reclong
Ramlat as Sahmah 227,L4,1226.2,Found,2003,20.56085,56.08235
Ramlat as Sahmah 226,L6,632.4,Found,2003,20.5625,56.08372
Sayh al Uhaymir 242,L4,2737,Found,2003,20.56275,57.2857
Ramlat as Sahmah 215,H3/4,15.32,Found,2003,20.56278,55.88898
Ramlat as Sahmah 114,H5,142.4,Found,2003,20.56848,56.10217
Ramlat as Sahmah 225,H5,452.25,Found,2003,20.5698,56.10353
Ramlat as Sahmah 216,L6,584.91,Found,2003,20.57445,55.98598
Ramlat as Sahmah 210,H5,58.95,Found,2003,20.57698,55.9477
Ramlat as Sahmah 214,H5,240.31,Found,2003,20.57972,55.87563
Sayh al Uhaymir 248,L6,773.9,Found,2003,20.58103,57.40295
Sayh al Uhaymir 250,H4-6,16200,Found,2003,20.58298,57.3165
Ramlat as Sahmah 209,H5,100.47,Found,2003,20.58408,55.85287
Ramlat as Sahmah 208,H3.8/3.9,50.13,Found,2003,20.58568,56.0476
Ramlat as Sahmah 211,Chondrite-ung,143.03,Found,2003,20.58587,55.87252
Sayh al Uhaymir 251,L6,485.92,Found,2003,20.58747,57.35292
Ramlat as Sahmah 213,H5,4.99,Found,2003,20.58912,55.87035
Ramlat as Sahmah 212,H5,22.54,Found,2003,20.59412,55.83592
Ramlat as Sahmah 229,H4,78.52,Found,2003,20.59763,55.8682
Sayh al Uhaymir 255,L6,461.13,Found,2003,20.59958,57.37525
Sayh al Uhaymir 257,H5,175.12,Found,2003,20.60505,57.32175
Ramlat as Sahmah 206,L3.4,251.03,Found,2003,20.6205,56.14523
Ramlat as Sahmah 204,L6,10248.8,Found,2003,20.6282,56.19198
Ramlat as Sahmah 205,L6,742.79,Found,2003,20.62973,56.16912
Ramlat as Sahmah 207,L6,202.01,Found,2003,20.6322,56.08783
Sayh al Uhaymir 260,L6,460.13,Found,2003,20.6361,57.2141
Sayh al Uhaymir 262,L6,1069.5,Found,2003,20.63642,57.28727
Sayh al Uhaymir 182,L~4,1320,Found,2003,20.72112,57.1269
Sayh al Uhaymir 269,H4-5,1033,Found,2003,20.72777,57.18842
Sayh al Uhaymir 270,H4-6,43508.2,Found,2003,20.72918,57.189
Sayh al Uhaymir 272,H5,7563,Found,2003,20.78667,57.21405
Sayh al Uhaymir 273,L6,97.45,Found,2003,20.79028,57.19408
Sayh al Uhaymir 469,L~6,365.6,Found,2003,20.9964,57.28787
Sayh al Uhaymir 468,H~6,59.8,Found,2003,20.99782,57.29495
Sayh al Uhaymir 125,Martian (shergottite),31.7,Found,2003,21.00667,57.32167
Sayh al Uhaymir 279,L6,79.56,Found,2003,21.04455,57.2735
Sayh al Uhaymir 129,H5,92,Found,2003,21.09,56.915
Oum Dreyga,H3-5,17000,Fell,2003,24.3,-13.1
Tanezrouft 079,H6,1031,Found,2003,24.58025,-0.51863
Tanezrouft 076,L6,3548,Found,2003,24.6205,-0.5617
Tanezrouft 077,L4,217,Found,2003,24.62112,-0.53962
Tanezrouft 083,L(LL)6,265,Found,2003,24.64805,-0.51437
Tanezrouft 080,L(LL)5,1056,Found,2003,24.6544,-0.56928
Tanezrouft 078,L6,1599,Found,2003,24.73573,-0.52413
Tanezrouft 084,L6,369,Found,2003,24.7561,-0.43458
Tanezrouft 082,CM2,1012,Found,2003,24.81727,-0.43427
Djebel Chaab 003,L6,4570.2,Found,2003,25.08683,0.8324
Djebel Chaab 002,LL6,30616,Found,2003,25.15592,0.82213
Tanezrouft 085,H3.7,90.4,Found,2003,25.21283,0.03898
Djebel Chaab 001,L/LL6,1388,Found,2003,25.22367,0.8456
Tanezrouft 081,H5,213,Found,2003,25.24032,0.19848
Tanezrouft 086,H5,136,Found,2003,25.29038,0.05622
Mut,H5,1800,Found,2003,25.59983,28.45217
Tanezrouft 087,H5,320,Found,2003,25.7561,0.26792
Acfer 378,LL6,1320,Found,2003,27.4,3.75
Northwest Africa 4271,Eucrite-pmict,6,Found,2003,27.95,-7.83333
Hammadah al Hamra 330,L6,209,Found,2003,28.46847,12.89732
Hammadah al Hamra 339,L6,262.9,Found,2003,29.41972,13.255
Kasauli,H4,16820,Fell,2003,29.58333,77.58333
Hammadah al Hamra 331,L5/6,2197,Found,2003,29.81858,12.94647
Hammadah al Hamra 332,L6,710,Found,2003,29.81858,12.94647
Hammadah al Hamra 333,H5/6,631,Found,2003,29.91403,13.04047
New Orleans,H5,19256,Fell,2003,29.94718,-90.10976
Hammadah al Hamra 334,H5,662,Found,2003,30.03455,13.13017
Hammadah al Hamra 338,H5,752.5,Found,2003,30.545,13.58194
Fife,H5,8600,Found,2003,31.38972,-99.40583
Northwest Africa 2017,L5,99.2,Found,2003,31.7,-3.3
Jay Bird Springs,Pallasite,292,Found,2003,32.133333,-82.983333
Buffalo Gap,"Iron, IAB-ung",9300,Found,2003,32.24611,-99.99306
Hiroshima,H5,414,Fell,2003,34.45,132.38333
Lucerne Valley 029,CK4,10.1,Found,2003,34.487,-116.956
Lucerne Valley 027,L6,3.1,Found,2003,34.48715,-116.95337
Lucerne Valley 028,CK4,3,Found,2003,34.4875,-116.95567
Lucerne Valley 024,L6,2.71,Found,2003,34.49553,-116.9471
Lucerne Valley 026,L5,5.6,Found,2003,34.5001,-116.94217
Lucerne Valley 025,H4,21,Found,2003,34.51087,-116.93545
Lucerne Valley 051,L5,6,Found,2003,34.525,-116.95333
Sacramento Wash 001,H4,98.9,Found,2003,34.75637,-114.23435
Warm Springs Wilderness,H4-6,156.9,Found,2003,34.78698,-114.25052
Coyote Dry Lake 176,H6,187.55,Found,2003,35.05452,-116.73005
Coyote Dry Lake 221,H4,54.31,Found,2003,35.05717,-116.7205
Superior Valley 020,L6,307.75,Found,2003,35.23858,-117.02628
Red Dry Lake 025,L5/6,6.55,Found,2003,35.67947,-114.04338
Red Dry Lake 024,L5,17.9,Found,2003,35.69732,-114.032
Hualapai Wash 020,H5,60.9,Found,2003,35.83833,-114.16617
Stewart Valley 009,LL5,375,Found,2003,36.17557,-116.159
Stewart Valley 010,H5,41.7,Found,2003,36.18472,-116.14342
Stewart Valley 011,H6,49.6,Found,2003,36.21017,-116.16825
Keystone Lake,L5,787,Found,2003,36.28402,-96.43701
Lunar Dry Lake,L5,32.5,Found,2003,38.39918,-115.9967
Tungsten Mountain 011,CV3,186.52,Found,2003,39.683333,-117.616667
Burns,"Iron, IIIAB",18400,Found,2003,39.86667,-106.88333
Majuba 002,H4,2420,Found,2003,40.62832,-118.4167
Majuba 003,H4,1306,Found,2003,40.63078,-118.40918
Black Rock 001,L6,152,Found,2003,40.86717,-119.18352
Park Forest,L5,18000,Fell,2003,41.48472,-87.67917
Rock Springs,L6,52.7,Found,2003,41.65,-109.025
Qijiaojing,"Iron, ungrouped",160000,Found,2003,43.75,92.91667
Castenaso,L5,120,Found,2003,44.495,11.35556
Wood Lake,H4,350,Found,2003,45,-79.06667
Plancy-l'Abbaye,H4,180,Found,2003,48.66667,-4.05
Zubkovsky,L6,2167,Found,2003,49.78917,41.5046
Cheder,"Iron, IID",5390,Found,2003,51.53333,94.6
Markovka (b),L5,207,Found,2003,52.42405,79.68128
Isheyevo,CH/CBb,16000,Found,2003,53.61667,56.33333
Österplana 050,Relict OC,0,Found,2003,58.58333,13.43333
Mount DeWitt 03001,LL6,725.2,Found,2004,-77.20919,159.76117
Frontier Mountain 03066,H6,4.34,Found,2004,-72.99564,160.394
Frontier Mountain 03065,H5,26.43,Found,2004,-72.99558,160.39492
Frontier Mountain 03063,H5,9.57,Found,2004,-72.99542,160.39733
Frontier Mountain 03064,H4,3.51,Found,2004,-72.99542,160.39733
Frontier Mountain 03068,H3,0.73,Found,2004,-72.99517,160.38925
Frontier Mountain 03090,L6,6.1,Found,2004,-72.99503,160.389
Frontier Mountain 03067,H3,2.25,Found,2004,-72.99486,160.39028
Frontier Mountain 03069,H3-6,1.52,Found,2004,-72.99486,160.39875
Frontier Mountain 03070,H3,0.46,Found,2004,-72.99453,160.39992
Frontier Mountain 03091,H3,0.7,Found,2004,-72.99422,160.40414
Frontier Mountain 03089,H3/4,5.6,Found,2004,-72.99394,160.3915
Frontier Mountain 03062,H3,1.63,Found,2004,-72.98897,160.40506
Frontier Mountain 03061,H3-4,1.75,Found,2004,-72.988,160.40606
Frontier Mountain 03088,H4,16.07,Found,2004,-72.96433,160.68992
Frontier Mountain 03087,H4,8.76,Found,2004,-72.96133,160.69708
Frontier Mountain 03005,EL4,20.66,Found,2004,-72.95514,160.38425
Frontier Mountain 03073,H6,0.41,Found,2004,-72.95339,160.44231
Frontier Mountain 03072,H4,1.94,Found,2004,-72.95336,160.44256
Frontier Mountain 03071,H5/6,0.17,Found,2004,-72.95297,160.44314
Frontier Mountain 03074,H5,12.05,Found,2004,-72.95233,160.45447
Frontier Mountain 03098,H4,0.95,Found,2004,-72.95228,160.50106
Frontier Mountain 03099,H5,17.16,Found,2004,-72.95228,160.50106
Frontier Mountain 03100,H4,0.9,Found,2004,-72.95228,160.50106
Frontier Mountain 03097,H4,0.74,Found,2004,-72.95222,160.50161
Frontier Mountain 03095,L6,0.78,Found,2004,-72.95178,160.50997
Frontier Mountain 03096,H~5,0.41,Found,2004,-72.95178,160.50997
Frontier Mountain 03094,H~5,0.21,Found,2004,-72.95161,160.51531
Frontier Mountain 03092,H6,2.29,Found,2004,-72.95144,160.51233
Frontier Mountain 03093,L6,0.85,Found,2004,-72.95144,160.51436
Windimurra,H4/5,30000,Found,2004,-28.09697,118.45561
Morokweng,LL6,750,Found,2004,-26.37247,23.52395
Estación Imilac,H5,1908,Found,2004,-24.22983,-68.89253
Pampa de Mejillones 010,L5,360,Found,2004,-23.20222,-70.43528
Pampa de Mejillones 011,L5,46,Found,2004,-23.13606,-70.49194
Maigatari-Danduma,H5/6,4629,Fell,2004,12.83333,9.38333
Dhofar 1113,H3,702,Found,2004,18.14217,54.09683
Dhofar 1088,L~6,470,Found,2004,18.15363,54.10562
Dhofar 1675,Eucrite-pmict,168,Found,2004,18.259,54.02947
Dhofar 1288,H5,43600,Found,2004,18.27833,54.285
Dhofar 1596,H5-melt breccia,110,Found,2004,18.32117,54.1995
Shişr 014,L5,2579,Found,2004,18.32883,53.886
Dhofar 1306,L4,104,Found,2004,18.34495,54.25875
Dhofar 1636,L5,1078,Found,2004,18.4015,54.32383
Dhofar 1638,L5,1248,Found,2004,18.40617,54.31367
Dhofar 1584,H5,194,Found,2004,18.42083,54.428
Dhofar 1436,Lunar,24.2,Found,2004,18.42333,54.42333
Dhofar 1563,H5,70,Found,2004,18.45428,54.43658
Dhofar 1581,H5,488,Found,2004,18.48683,54.35033
Shişr 013,EH3,120,Found,2004,18.49167,53.88167
Dhofar 1583,H5,510,Found,2004,18.49767,54.33017
Dhofar 1598,L6,766,Found,2004,18.55933,54.49467
Dhofar 1580,LL6,1503,Found,2004,18.56783,54.42683
Dhofar 1290,LL4,1211.3,Found,2004,18.57,54.42333
Dhofar 1632,L5,110,Found,2004,18.57083,54.449
Shişr 169,H5,1304,Found,2004,18.60417,53.96833
Shişr 168,H5,12688,Found,2004,18.60667,53.95117
Dhofar 1289,L4,37000,Found,2004,18.63333,54.42167
Dhofar 1589,H5,360,Found,2004,18.67267,54.42917
Dhofar 1564,H5,26,Found,2004,18.69617,54.37
Dhofar 1630,H5,1357,Found,2004,18.69667,54.37167
Dhofar 1631,H5,3770,Found,2004,18.712,54.40033
Dhofar 1308,H5,192,Found,2004,18.72992,54.37463
Dhofar 1223,R3,81.4,Found,2004,18.76075,54.47285
Dhofar 1585,L5,256,Found,2004,18.78383,54.42017
Dhofar 1313,H6,154,Found,2004,18.81833,54.455
Dhofar 1634,H5,46,Found,2004,18.82583,54.4295
Dhofar 1193,H6,14,Found,2004,18.85817,54.59933
Dhofar 1599,H5,240,Found,2004,18.88133,54.39867
Dhofar 1592,H5,274,Found,2004,18.918,54.35383
Dhofar 1640,H5,144,Found,2004,18.92283,54.57283
Dhofar 1197,L6,24,Found,2004,18.92433,54.364
Dhofar 1562,L6,7550,Found,2004,18.926,54.39888
Dhofar 1593,H5,1254,Found,2004,18.93583,54.3195
Dhofar 1635,H5,330,Found,2004,18.94267,54.319
Dhofar 1590,H5,996,Found,2004,18.95167,54.28117
Dhofar 1196,L6,422,Found,2004,18.96077,54.37707
Dhofar 1597,H5,4558,Found,2004,18.96133,54.3685
Dhofar 1637,H5,44,Found,2004,18.9665,54.28167
Dhofar 1639,L5,16,Found,2004,18.977,54.37467
Dhofar 1594,H6-melt breccia,176,Found,2004,18.9895,54.43417
Dhofar 1588,L5,1224,Found,2004,18.99317,54.27933
Dhofar 1194,H4,124,Found,2004,19.01677,54.36637
Dhofar 1195,H5,650,Found,2004,19.0315,54.3735
Dhofar 1587,H5,36,Found,2004,19.05767,54.54567
Dhofar 1103,H4,316,Found,2004,19.091944,54.805556
Dhofar 964,H4,1592,Found,2004,19.126,54.85633
Dhofar 1633,H5,88,Found,2004,19.1425,54.76917
Dhofar 965,L6,247,Found,2004,19.15314,54.96017
Dhofar 962,H4,63.5,Found,2004,19.15547,54.5555
Dhofar 1586,H5,78,Found,2004,19.17017,54.56867
Dhofar 983,H6,82.6,Found,2004,19.17117,54.906
Dhofar 966,L5,868,Found,2004,19.19217,54.9855
Dhofar 984,H4,33,Found,2004,19.19733,54.91717
Dhofar 975,L4,4230,Found,2004,19.21939,54.91858
Dhofar 977,H3,1728,Found,2004,19.22119,54.95961
Dhofar 985,LL6,153.9,Found,2004,19.22478,54.92317
Dhofar 993,H3.8,114.5,Found,2004,19.22483,54.89417
Dhofar 978,L4,2467,Found,2004,19.22878,54.93953
Dhofar 987,H4,69.3,Found,2004,19.23139,54.92333
Dhofar 974,LL4,79,Found,2004,19.23439,54.91681
Dhofar 989,H6,608.5,Found,2004,19.23439,54.91681
Jiddat al Harasis 074,LL4,118.1,Found,2004,19.24414,55.03597
Jiddat al Harasis 075,H5,107.6,Found,2004,19.24633,55.03983
Dhofar 990,H4,165.3,Found,2004,19.25317,54.83617
Dhofar 991,LL6,12,Found,2004,19.258,54.83567
Dhofar 973,H4,423.5,Found,2004,19.26831,54.84694
Dhofar 1309,H4,204,Found,2004,19.29105,54.5635
Dhofar 1314,H5,104,Found,2004,19.29667,54.56833
Dhofar 968,H4,79,Found,2004,19.29667,54.9336
Dhofar 969,H5,737.4,Found,2004,19.30022,54.85844
Dhofar 992,L6,213.9,Found,2004,19.31783,54.7295
Dhofar 1595,L5,130,Found,2004,19.323,54.53717
Dhofar 1086,L6,4.7,Found,2004,19.33057,54.79238
Dhofar 1087,L~5,3.4,Found,2004,19.33265,54.79373
Dhofar 971,L4,108.3,Found,2004,19.36947,54.83828
Dhofar 1582,L5,276,Found,2004,19.3695,54.53817
Dhofar 972,H5,8.1,Found,2004,19.38517,54.83367
Jiddat al Harasis 125,H6,36,Found,2004,19.62333,55.01
Jiddat al Harasis 054,Ureilite,5079,Found,2004,19.63033,55.11517
Jiddat al Harasis 117,H~5,10.8,Found,2004,19.64607,55.76125
Jiddat al Harasis 112,L~5,38.5,Found,2004,19.64747,55.74997
Jiddat al Harasis 116,L~6,32.5,Found,2004,19.64878,55.75525
Jiddat al Harasis 055,L4-5,200000,Found,2004,19.65167,55.69
Jiddat al Harasis 111,L/LL4,4235,Found,2004,19.6604,56.96172
Jiddat al Harasis 113,H/L~4,411,Found,2004,19.673267,55.742217
Jiddat al Harasis 123,LL5,248,Found,2004,19.73333,55.73333
Jiddat al Harasis 115,L~6,442,Found,2004,19.74212,55.71987
Dhofar 979,Ureilite,1063,Found,2004,19.75667,54.93667
Jiddat al Harasis 110,L~5,263,Found,2004,19.75707,56.66787
Jiddat al Harasis 114,H~4,112.8,Found,2004,19.76752,55.70583
Jiddat al Harasis 119,L~6,1000,Found,2004,19.77455,56.72408
Ramlat as Sahmah 260,H~6,102.4,Found,2004,20.0018,56.4922
Ramlat as Sahmah 009,H5,146,Found,2004,20.04683,56.4835
Ramlat as Sahmah 261,L~6,259.7,Found,2004,20.05013,56.02297
Ramlat as Sahmah 330,L5,1130,Found,2004,20.07917,56.33317
Ramlat as Sahmah 331,L5,360,Found,2004,20.0915,56.3575
Capot Rey,H5,38000,Found,2004,20.12593,10.2056
Ramlat as Sahmah 007,Ureilite,420,Found,2004,20.17,56.265
Kaprada,L5/6,1600,Fell,2004,20.33916,73.22329
Sayh al Uhaymir 287,H5,373,Found,2004,20.52693,57.13433
Sayh al Uhaymir 288,L~5,201.1,Found,2004,20.5274,57.13517
Sayh al Uhaymir 400,L6,45.59,Found,2004,20.53578,56.6709
Sayh al Uhaymir 401,L4,24.5,Found,2004,20.5429,56.63808
Sayh al Uhaymir 180,L4,556,Found,2004,20.54817,56.67931
Sayh al Uhaymir 175,L6,622,Found,2004,20.573,56.70257
Sayh al Uhaymir 305,L5,51.1,Found,2004,20.59833,57.16323
Sayh al Uhaymir 291,L4,259,Found,2004,20.6004,57.16395
Sayh al Uhaymir 292,H5,387,Found,2004,20.60342,57.16427
Sayh al Uhaymir 293,H5,613,Found,2004,20.60837,57.16007
Sayh al Uhaymir 312,L6,278,Found,2004,20.61167,56.755
Sayh al Uhaymir 313,H4,412,Found,2004,20.68,56.815
Ramlat as Sahmah 008,L6,466,Found,2004,20.72798,56.11592
Sayh al Uhaymir 298,H5,221.5,Found,2004,20.79087,57.18352
Sayh al Uhaymir 296,L~5,190.5,Found,2004,20.79367,57.17375
Sayh al Uhaymir 170,H5,570,Found,2004,20.966,57.3255
Sayh al Uhaymir 282,L~6,9.6,Found,2004,20.99245,57.3233
Sayh al Uhaymir 317,H5,8,Found,2004,20.995,57.32667
Sayh al Uhaymir 318,H5,70,Found,2004,20.99833,57.31167
Sayh al Uhaymir 297,H~5,1.6,Found,2004,20.99838,57.31972
Sayh al Uhaymir 311,H4,214,Found,2004,21.00167,57.31167
Sayh al Uhaymir 286,H~4,2.6,Found,2004,21.00295,57.32363
Sayh al Uhaymir 307,L~6,1.2,Found,2004,21.00295,57.32738
Sayh al Uhaymir 130,Martian (shergottite),278.5,Found,2004,21.00333,57.31833
Sayh al Uhaymir 289,H4/5,3,Found,2004,21.00382,57.26387
Sayh al Uhaymir 316,L4,10,Found,2004,21.005,57.31167
Sayh al Uhaymir 325,H5,76,Found,2004,21.005,57.325
Sayh al Uhaymir 306,LL~5,3.8,Found,2004,21.00825,57.3327
Sayh al Uhaymir 326,L6,1352,Found,2004,21.00833,57.31
Sayh al Uhaymir 295,L5,4780,Found,2004,21.00987,57.03862
Sayh al Uhaymir 314,H5,4,Found,2004,21.01167,57.31167
Sayh al Uhaymir 315,H6,6,Found,2004,21.01333,57.315
Sayh al Uhaymir 294,H4/5,168.5,Found,2004,21.04395,56.965
Sayh al Uhaymir 283,H~5,70.5,Found,2004,21.04753,57.31763
Sayh al Uhaymir 173,L6,690,Found,2004,21.05517,57.2975
Sayh al Uhaymir 301,H/L4,32.5,Found,2004,21.05613,57.29243
Sayh al Uhaymir 302,L6,15.7,Found,2004,21.0596,57.28343
Sayh al Uhaymir 303,L4/5,10.2,Found,2004,21.06242,57.2758
Sayh al Uhaymir 308,L5,313,Found,2004,21.06417,57.29887
Sayh al Uhaymir 174,L6,207,Found,2004,21.06445,57.29923
Sayh al Uhaymir 558,L5,48.5,Found,2004,21.06733,57.26767
Sayh al Uhaymir 299,L5,191.1,Found,2004,21.06858,57.30132
Sayh al Uhaymir 285,H5,9.3,Found,2004,21.0689,57.31327
Sayh al Uhaymir 304,L6,20.2,Found,2004,21.06985,57.26393
Sayh al Uhaymir 131,CV3,168,Found,2004,21.07,57.27
Sayh al Uhaymir 320,H6,18,Found,2004,21.075,57.26333
Sayh al Uhaymir 290,CH3,1796,Found,2004,21.07544,57.14703
Sayh al Uhaymir 402,Enst achon-ung,78,Found,2004,21.07694,57.26972
Sayh al Uhaymir 319,H5,550,Found,2004,21.09,57.25833
Sayh al Uhaymir 321,L5,220,Found,2004,21.09833,57.27833
Sayh al Uhaymir 284,H~4,253.9,Found,2004,21.11363,56.81103
Ilafegh 017,H5,1063,Found,2004,21.59067,1.52417
Silet,L5,971,Found,2004,22.78333,4.15
Acfer 386,L5,200,Found,2004,27.36017,3.7
Plateau du Tademait 006,LL6,2995,Found,2004,27.37033,0.70617
Acfer 379,H4,14764,Found,2004,27.4114,3.70467
Acfer 390,H4,578,Found,2004,27.5025,3.693
Acfer 389,H5,397,Found,2004,27.504,3.68167
Acfer 387,H4-6,177,Found,2004,27.558,4.015
Acfer 391,H4,388,Found,2004,27.59617,4.172
Acfer 388,H4,1072,Found,2004,27.61667,3.86667
Northwest Africa 4269,Eucrite-mmict,54,Found,2004,27.98333,-7.58333
Orlando,Eucrite,180,Fell,2004,28.5475,-81.36222
Hammadah al Hamra 336,H4/5,880,Found,2004,28.65068,12.69125
Hammadah al Hamra 335,H3,111,Found,2004,28.8316,12.63217
Willcox Playa 005,H5,278.4,Found,2004,32.0939,-109.88412
Willcox Playa 006,H6,3.1,Found,2004,32.11288,-109.89265
Willcox Playa 004,L6,19.9,Found,2004,32.14202,-109.82423
Willcox Playa 007,L6,62.4,Found,2004,32.18843,-109.84563
Benguerir,LL6,25000,Fell,2004,32.25,-8.15
Naviska,"Iron, IAB complex",147,Found,2004,32.5,-111.28
Chocolate Mountains,Ureilite,699,Found,2004,33.01222,-114.86667
Paymaster Mine,L5,159,Found,2004,33.18667,-114.91783
Diablo Pass,L6,246.6,Found,2004,33.66348,-114.29207
Bouse,L4-6,147.4,Found,2004,33.96667,-114.06667
Octave Mine,H5,1304.2,Found,2004,34.13228,-112.70225
Roosevelt County 108,H5,4.75,Found,2004,34.21667,-103.18333
Lucerne Valley 044,L6,106.22,Found,2004,34.48413,-116.96083
Lucerne Valley 043,L4,1.75,Found,2004,34.48457,-116.96255
Lucerne Valley 049,L6,9.2,Found,2004,34.48472,-116.96107
Lucerne Valley 042,L6,2.17,Found,2004,34.48595,-116.9637
Lucerne Valley 047,L6,30.43,Found,2004,34.48613,-116.9739
Lucerne Valley 048,H4,2.29,Found,2004,34.48667,-116.95833
Lucerne Valley 035,CK4,0.92,Found,2004,34.4868,-116.95837
Lucerne Valley 045,L6,38.56,Found,2004,34.487,-116.96512
Lucerne Valley 030,CK4,4.12,Found,2004,34.48708,-116.95797
Lucerne Valley 031,CK4,3.22,Found,2004,34.4871,-116.9578
Lucerne Valley 046,L6,10.32,Found,2004,34.48742,-116.9735
Lucerne Valley 036,CK4,2.48,Found,2004,34.48793,-116.95638
Lucerne Valley 037,CK4,0.9,Found,2004,34.48887,-116.95223
Lucerne Valley 041,L6,0.84,Found,2004,34.48975,-116.94277
Lucerne Valley 032,CK4,11.87,Found,2004,34.49015,-116.94985
Lucerne Valley 040,L6,5.21,Found,2004,34.4921,-116.94308
Palo Verde Mine,L6,9158,Found,2004,34.71457,-114.19142
Buck Mountains 002,L6,18.4,Found,2004,34.71933,-114.20783
Buck Mountain Wash,H3-5,798,Found,2004,34.72453,-114.20883
Buck Mountains 001,H6,50,Found,2004,34.73245,-114.22257
Sacramento Wash 005,H-metal,52.3,Found,2004,34.74667,-114.21
Sacramento Wash 004,H5,28.6,Found,2004,34.75078,-114.22717
Sacramento Wash 002,H4,892.8,Found,2004,34.75635,-114.2343
Sacramento Wash 003,H4,89.2,Found,2004,34.75873,-114.23342
Coyote Dry Lake 223,L6,512,Found,2004,35.03842,-116.75818
Coyote Dry Lake 222,L5,22.5,Found,2004,35.04008,-116.75553
Coyote Dry Lake 235,LL6,81.4,Found,2004,35.05628,-116.73377
Coyote Dry Lake 249,H4,71.8,Found,2004,35.08758,-116.74603
Coyote Dry Lake 194,L6,1.47,Found,2004,35.08838,-116.75283
Coyote Dry Lake 230,H6,16.36,Found,2004,35.08958,-116.75007
Superior Valley 022,H5,38.9,Found,2004,35.23705,-117.01618
Cuddeback Dry Lake 021,L6,31.72,Found,2004,35.3,-117.4605
Red Dry Lake 029,H4,5.25,Found,2004,35.62682,-114.04373
Red Dry Lake 028,H4,11.3,Found,2004,35.6448,-114.03452
Chicago Valley,L5,26,Found,2004,36.00217,-116.19633
Xifu,"Iron, IAB complex",3000000,Found,2004,36.3,120.48333
Moapa Valley,CM1,698.8,Found,2004,36.55722,-114.42694
Kansas State University,H4,301,Found,2004,39.27556,-96.25944
Greener Reservoir,H4,45,Found,2004,39.49133,-112.942
Tungsten Mountain 113,H4/5,4.48,Found,2004,39.67917,-117.62675
Berthoud,Eucrite-mmict,960,Fell,2004,40.30583,-105.02325
Villalbeto de la Peña,L6,3500,Fell,2004,42.8,-4.66667
Tamarack,"Iron, IIAB",41,Found,2004,44.93389,-116.43167
Święcany,L/LL5,8,Found,2004,49.79139,21.25778
Königsbrück,H/L4,51.8,Found,2004,51.26667,13.9
Koltsovo,H4,20020,Found,2004,54.7505,36.978
Österplana 048,Relict OC,0,Found,2004,58.58333,13.43333
Pecora Escarpment 01001,LL5,19.5,Found,2005,-85.6661,-69.04142
Grove Mountains 050001,L3,2.41,Found,2005,-73.113056,75.159722
Grove Mountains 050003,LL6,6.4,Found,2005,-73.094444,75.203333
Nahuel Niyeu,H5,10540,Found,2005,-40.53333,-66.63333
Sleeper Camp 025,H5,192,Found,2005,-30.17917,126.40056
Sleeper Camp 026,L6,150,Found,2005,-30.17361,126.43444
Sleeper Camp 027,H5,10.85,Found,2005,-30.16028,126.34833
Porto Alegre,"Iron, IIIE",200000,Found,2005,-30.03306,-51.23
Meridiani Planum,"Iron, IAB complex",,Found,2005,-1.94617,354.47333
Mughsayl,L6,300,Found,2005,16.9245,53.785
Shişr 045,H6,2298,Found,2005,18.15169,53.94822
Dhofar 1281,L6,140,Found,2005,18.21947,54.30514
Dhofar 1279,L6,1588,Found,2005,18.25117,54.19822
Dhofar 1280,H6,4473,Found,2005,18.27717,54.25547
Dhofar 1286,Eucrite-pmict,898,Found,2005,18.42632,54.42865
Dhofar 1284,L5/6,558,Found,2005,18.532,54.03436
Dhofar 1250,L3.8,142,Found,2005,18.534528,54.167889
Shişr 047,L6,396,Found,2005,18.54744,53.99428
Shişr 048,L5/6,375,Found,2005,18.54747,53.99986
Shişr 046,L5,182,Found,2005,18.54864,53.9505
Dhofar 1282,L5,582,Found,2005,18.552,54.00217
Dhofar 1283,L5,502,Found,2005,18.55392,54.01958
Dhofar 1251,LL6,1905,Found,2005,18.56925,54.195389
Dhofar 1569,L6,345,Found,2005,18.64867,54.43083
Dhofar 1304,H5,85,Found,2005,18.6672,54.3662
Dhofar 1272,LL4,1883,Found,2005,18.682806,54.285778
Dhofar 1226,L5,1040,Found,2005,18.688528,54.326528
Dhofar 1269,Diogenite-pm,42,Found,2005,18.731389,54.509167
Dhofar 1261,LL6,445.6,Found,2005,18.733472,54.515083
Dhofar 1154,LL6,952,Found,2005,18.741611,54.26175
Dhofar 1176,LL4,849,Found,2005,18.741611,54.26175
Dhofar 1181,H5,1812,Found,2005,18.745694,54.267167
Dhofar 1156,H4,108,Found,2005,18.751639,54.352361
Dhofar 1591,H5,556,Found,2005,18.76433,54.387
Dhofar 1305,H5,34,Found,2005,18.79508,54.15128
Dhofar 1178,LL4,732,Found,2005,18.86975,54.840111
Dhofar 1243,LL4,2510,Found,2005,18.875861,54.472611
Dhofar 1232,H4,1088,Found,2005,18.895667,54.343556
Dhofar 1180,Lunar,115.2,Found,2005,18.91444,54.345
Dhofar 1302,Howardite,23.9,Found,2005,18.91947,54.36237
Dhofar 1277,CM2,10,Found,2005,19.18067,54.41883
Dhofar 1148,L4,426,Found,2005,19.190417,54.957194
Dhofar 1144,LL5,328,Found,2005,19.191222,54.671556
Dhofar 1139,LL6,445,Found,2005,19.191694,54.639389
Dhofar 1128,Ureilite,186,Found,2005,19.194833,54.918417
